Token,Frequency,Year
long memori,1,2017
debt enforc,1,2017
default,1,2017
asset sal,1,2017
risk-tak,1,2017
peck ord,1,2017
fragment,1,2017
activ manag,1,2017
passiv manag,1,2017
inform advantag,1,2017
oper hedg,1,2017
intang,1,2017
multin,1,2017
trade relationship,1,2017
credit r,1,2017
financi cris,1,2017
structur financ,1,2017
default correl,1,2017
stakehold relationship,1,2017
real effici,1,2017
inform percol,1,2017
supplier,1,2017
uncertainti av,1,2017
ambigu av,1,2017
employe stock opt,1,2017
credit default swap,1,2017
cash,1,2017
empti creditor,1,2017
tax uncertainti,1,2017
blockhold,1,2017
misvalu,1,2017
offshor op,1,2017
sensat seek,1,2017
ambigu measur,1,2017
market shar,1,2017
dedic,1,2017
intrins motiv,1,2017
inform diffus,1,2017
cross section of stock return,1,2017
credit default spread,1,2017
investor typ,1,2017
transient,1,2017
asymmetr inform,2,2017
short sel,2,2017
risk tak,2,2017
person trait,1,2017
domest tax,1,2017
foreign tax,1,2017
time trend,1,2017
hedg ratio,1,2017
capit structur,1,2017
insolv risk,1,2017
regul,1,2017
agenc conflict,1,2017
employe bargain pow,1,2017
market competit,1,2017
equiti compen,1,2017
tail risk,1,2017
portfolio hold,1,2017
liquid buff,1,2017
new product,1,2017
cross-countri studi,1,2017
sec regul fd,1,2017
portfolio turnov,1,2017
inform dissemin,1,2017
corpor tax,1,2017
sophist asset class,1,2017
primari deal,1,2017
intermediari capit,1,2017
leverag cycl,1,2017
tax,1,2017
effect tax r,1,2017
tax avoid,2,2017
airga,2,2017
takeov defen,2,2017
market disciplin,2,2017
manageri inc,2,2017
corpor invest,2,2017
inform asymmetri,2,2017
polit uncertainti,2,2017
anomali,2,2017
monitor,2,2017
varianc risk premium,3,2017
leverag,3,2017
stagger board,3,2017
privat equ,3,2017
corpor bond,3,2017
analyst,3,2017
firm valu,4,2017
execut compen,4,2017
institut investor,4,2017
return predict,5,2017
invest,5,2017
insid trad,5,2017
liquid,6,2017
merger and acquisit,6,2017
innov,7,2017
corpor govern,11,2017
econom uncertainti,1,2017
structur estim,2,2017
ceo tal,1,2017
intang capit,2,2017
board of director,2,2017
risk premium,2,2017
risk,2,2017
hedg fund,2,2017
dark pool,2,2017
financi literaci,2,2017
household financ,2,2017
hous pric,2,2017
mutual fund,2,2017
risk manag,2,2017
uncertainti,2,2017
term structur,2,2017
fire sal,2,2017
diversif,2,2017
takeov,2,2017
ventur capit,2,2017
bank,2,2017
high frequenc trad,2,2017
ambigu,2,2017
institut ownership,2,2017
inform disclosur,2,2017
learn,2,2017
patent,2,2017
moral hazard,2,2017
r&d,2,2017
too-big-to-fail,1,2017
ceo,2,2017
bailout,1,2017
money fund,1,2017
fund exit,1,2017
vix futur,1,2017
vix etn,1,2017
dynam equilibrium,1,2017
jump-diffus,1,2017
financi institut,1,2017
offshor bank,1,2017
tax eva,1,2017
sharehold empow,1,2017
shelf registr,1,2017
corpor financ,1,2017
organiz structur,1,2017
corpor sav,1,2017
intern capit market,1,2017
rollov risk,1,2017
season equiti off,1,2017
roth,1,2017
instrument variabl,1,2017
contract term,1,2017
exchang r,1,2017
intern financ,1,2017
corpor regul,1,2017
seo issuanc cost,1,2017
follow-on off,1,2017
pipe,1,2017
cross-sect of stock return,1,2017
implicit guarant,1,2017
icapm,1,2017
index reconstitut,1,2017
custom,1,2017
industri organ,1,2017
suppli chain,1,2017
overconfid,1,2017
optim,1,2017
debt matur,1,2017
search,1,2017
rare disast,1,2017
cfo turnov,1,2017
fraud,1,2017
restat,1,2017
litig cost,1,2017
replac cost,1,2017
asset pric,1,2017
momentum,1,2017
career benefit,1,2017
opportunist behavior,1,2017
firm and insid misconduct,1,2017
correl risk,1,2017
limit order book,1,2017
trade strategi,1,2017
unconvent monetari polici,1,2017
invest bank relationship,1,2017
central bank,1,2017
crise,1,2017
product market competit,1,2017
insolv,1,2017
retir sav,1,2017
board reform,1,2017
recommend,1,2017
invest bank,1,2017
investor att,1,2017
incent,1,2017
flow,1,2017
regress discontinu,1,2017
stigma,1,2017
research and develop,1,2017
ceo pay,1,2017
fund liquid risk,1,2017
machin learn,1,2017
movabl collat,1,2017
immov collat,1,2017
collater law,1,2017
group deci,1,2017
creditor right,1,2017
loan-to-valu ratio,1,2017
lender of last resort,1,2017
antitakeov measur,1,2017
illiquid,1,2017
cost of capit,1,2017
dynam real invest,1,2017
secur issuanc,1,2017
repurchas agr,1,2017
sovereign debt crisi,1,2017
ltro,1,2017
secur money market lend,1,2017
clear hous,1,2017
classifi board,1,2017
growth,1,2017
behavior bia,1,2017
risk percept,1,2017
dynam consist,1,2017
corpor cash hold,1,2017
custom concentr,1,2017
bank loan,1,2017
financi distress,1,2017
ira,1,2017
ceo turnov,1,2017
asset locat,1,2017
real-tim corpor sal,1,2017
earn announc,1,2017
corpor disclosur,1,2017
avail heurist,1,2017
event studi,1,2018
stock return,1,2018
corpor interest pay,1,2018
aggreg volatil risk,1,2018
flow,1,2018
skew,1,2018
extrem return,1,2018
manag skil,1,2018
stock pay,1,2018
idiosyncrat volatil,1,2018
advers select,1,2018
credit default swap,1,2018
financi leverag,1,2018
employe repres,1,2018
labor right,1,2018
bank ownership,1,2018
size premium,1,2018
qualiti,1,2018
equiti issuanc,1,2018
season equiti offer (seos),1,2018
agenc cost,1,2018
invest perform,1,2018
mandatori sharehold vot,1,2018
acquir mispr,1,2018
network,1,2018
empti creditor,1,2018
govern bond yield,1,2018
hous pric,1,2018
cds,1,2018
cash flow,1,2018
q,1,2018
measur error,1,2018
taxat,1,2018
stock opt,1,2018
matur manag,1,2018
loan refinanc,1,2018
takeov bid,1,2018
elect surpri,1,2018
payment method,1,2018
post-new drift,1,2018
trade polici,1,2018
financi fraud,1,2018
ceo inc,1,2018
ceo pay,1,2018
general disappoint av,1,2018
downsid risk,1,2018
cross-sect,1,2018
bank run,1,2018
sovereign default,1,2018
strateg complementar,1,2018
asset manag,1,2018
safe-haven demand,1,2018
competit threat,1,2018
univers bank,1,2018
call provi,1,2018
convert,1,2018
inequ,1,2018
technolog,1,2018
dark trad,1,2018
manageri labor market,1,2018
institut investor,1,2018
consum opinion,1,2018
busi board,1,2018
correl default risk,1,2018
valuat,1,2018
fundament analysi,1,2018
point-in-tim,1,2018
theil-sen,1,2018
foreclosur,1,2018
loan modif,1,2018
mortgag securit,1,2018
mortgag serv,1,2018
trade secret,1,2018
intellectu properti,1,2018
macro-fin term structur model,1,2018
interest rate volatil,1,2018
reput,1,2018
suppli of capit,1,2018
secur design,1,2018
poor monitor index,1,2018
ceo turnov,1,2018
financi deregul,1,2018
bank scop,1,2018
firew,1,2018
cross-sel,1,2018
entropi,1,2018
coentropi,1,2018
term structur,1,2018
retail intern,1,2018
segment,1,2018
price improv,1,2018
feder reserv,1,2018
polit risk,1,2018
acquisit,1,2018
overinvest,1,2018
dividend-to-pric ratio,1,2018
dividend growth predict,1,2018
manageri indiscret,1,2018
manag qu,1,2018
integr,1,2018
class action lawsuit,1,2018
fraud,1,2018
entrepreneuri financ,1,2018
earn manag,1,2018
director elect,1,2018
free cash flow theori,1,2018
civil liabil,1,2018
flow-perform relat,1,2018
class act,1,2018
manag compani,1,2018
incent contract,1,2018
fund perform,1,2018
market shar,1,2018
agenc issu,1,2018
bank insolv,1,2018
misvalu,1,2018
ineffici,1,2018
extern,1,2018
conflict of interest,1,2018
side-by-sid manag,1,2018
performance-bas fe,1,2018
asset price test,1,2018
sharp ratio,1,2018
max squar sharp ratio,1,2018
inform intermediari,1,2018
inform distribut,1,2018
price discoveri,1,2018
bank deregul,1,2018
recurs pref,1,2018
takeov premium,1,2018
return skew,1,2018
repo,1,2018
sub-advisor,1,2018
outsourc,1,2018
disast,1,2018
nomin rigid,1,2018
no-arbitrag model,1,2018
reach for yield,1,2018
money market fund,1,2018
tournament,1,2018
monetari polici,1,2018
govern,1,2018
firm risk,1,2018
perform,1,2018
competit,1,2018
rollov risk,1,2018
threat of entri,1,2018
secur law,1,2018
shadow bank,1,2018
mortgag,1,2018
fha,1,2018
theori of firm,1,2018
firm boundari,1,2018
conglom,1,2018
intern capit market,1,2018
capit gain taxat,1,2018
cost of capit,1,2018
price set,1,2018
intern takeov,1,2018
industri organ and financ,1,2018
lend,1,2018
cross-list,1,2018
privat money,1,2018
insid trad,1,2018
financi literaci,1,2018
credit union,1,2018
govern polici and regul,1,2018
polit economi,1,2018
insur,1,2018
elector cycl,1,2018
incent,1,2018
asset price inform,1,2018
market for inform,1,2018
volcker rul,1,2018
corpor bond illiquid,1,2018
regul,1,2018
capit commit,1,2018
market mak,1,2018
affin model,1,2018
excess return,1,2018
yield,1,2018
price contribut analysi,1,2018
polici uncertainti,1,2018
real opt,1,2018
hedg fund activ,1,2018
resourc alloc,1,2018
human capit redeploy,1,2018
risk av,1,2018
prize link sav,1,2018
execut retir,1,2018
pension freez,1,2018
wealth,1,2018
incom,1,2018
subprim mortgag,1,2018
serendipit inform,1,2018
stock pric,1,2018
cash flow surpri,1,2018
wisdom of crowd,1,2018
financi market microstructur,1,2018
inform deal,1,2018
price volatil,1,2018
belief-fre equilibria,1,2018
financi histori,1,2018
cds versus stock and bond,1,2018
lead-lag relat,1,2018
privat firm,1,2018
contract,1,2018
resal debt,1,2018
individu stock return,1,2018
debt structur,1,2018
dealer inventori,1,2018
buy-and-hold return,1,2018
wealth creat,1,2018
execut annual bonus,1,2018
defin benefit pension plan,1,2018
firm-specif credit inform flow,1,2018
law and financ,1,2018
trade-at rul,1,2018
corpor invest,1,2018
mutual fund perform,1,2018
cross-sect of stock return,1,2018
inflat disagr,1,2018
real and nomin yield,1,2018
yield volatil,1,2018
bond q,1,2018
cross-sect consumpt growth volatil,1,2018
cumul prospect theori,1,2018
underreact,1,2018
transpar,1,2018
ambigu av,1,2018
ambigu measur,1,2018
knightian uncertainti,1,2018
portfolio alloc,1,2018
entrepreneurship,1,2018
abandon opt,1,2018
dividend strip,1,2018
short-sal constraint,1,2018
sentiment,1,2018
manageri skil,1,2018
diseconomi of scal,1,2018
investor r,1,2018
collater asset,1,2018
betting-against-beta,1,2018
asset in plac,1,2018
growth opportun,1,2018
leverag constraint,1,2018
transact fe,1,2018
asset sal,1,2018
overnight return,1,2018
intraday,1,2018
auction,1,2018
quantit ea,1,2018
financ flexibl,1,2018
specul,1,2018
tobin tax,1,2018
invest spik,1,2018
macroeconom forecast,1,2018
ventur debt,1,2018
high frequenc trad,1,2018
media sl,1,2018
trade network,1,2018
invest behavior,1,2018
extrapol,1,2018
volum,1,2018
financi innov,1,2018
distress,1,2018
limit liabil,1,2018
spillov,1,2018
feedback,1,2018
bubbl,1,2018
term structur of interest r,1,2018
human capit rel,1,2018
new,1,2018
overreact,1,2018
predict,2,2018
invest,2,2018
credit r,2,2018
stock return predict,2,2018
diversif,2,2018
bank,3,2018
volatil,3,2018
bankruptci,3,2018
asset pric,3,2018
factor model,3,2018
hedg fund,3,2018
return predict,3,2018
bond,3,2018
equiti premium,3,2018
ventur capit,3,2018
mutual fund,4,2018
merger and acquisit,4,2018
innov,4,2018
anomali,4,2018
execut compen,4,2018
capit structur,6,2018
corpor govern,9,2018
macroeconomi,1,2018
momentum,2,2018
liquid risk,2,2018
beta,2,2018
privat equ,2,2018
text analysi,1,2018
corpor tax,2,2018
lotteri,2,2018
transact cost,2,2018
market effici,2,2018
patent,2,2018
financi crisi,2,2018
board of director,2,2018
limit to arbitrag,2,2018
regulatori arbitrag,2,2018
fintech,2,2018
callabl bull/bear contract (cbbc),1,2018
debt matur,2,2018
diver,2,2018
gambl,2,2018
option,2,2018
limit att,2,2018
inform process,2,2018
structur estim,2,2018
system risk,2,2018
corpor bond,2,2018
big data,2,2018
capm,2,2018
compen,2,2018
restructur,2,2018
employe ownership,1,2018
specul trad,1,2018
treasuri bond,1,2018
divest,1,2018
structur financ,1,2018
cdo,1,2018
rmbs,1,2018
disagr,1,2018
default correl,1,2018
credit risk,1,2018
great recess,1,2018
hous bubbl,1,2018
asset price puzzl,1,2018
credit cycl,1,2018
merger gain,1,2018
risk-fre r,1,2018
anticip,1,2018
investor flow,1,2018
alpha,1,2018
altern beta,1,2018
revel,1,2018
strateg corpor deci,1,2018
reput capit,1,2018
exot beta,1,2018
beliefs-depend risk av,1,2018
fox new,1,2018
turnov,1,2018
employe stock opt,1,2018
board composit,1,2018
financi intermedi,1,2018
hedg,1,2018
customer-suppli,1,2018
frailti,1,2018
contagion,1,2018
default clust,1,2018
multipl blockhold,1,2018
carri trad,1,2018
stock,1,2018
currenc,1,2018
commod,1,2018
volatil risk,1,2018
credit constraint,1,2018
agenc problem,1,2018
ceo,1,2018
capit flow,1,2018
strateg asset alloc,1,2018
behavior financ,1,2018
noncognit abil,1,2018
height,1,2018
director,1,2018
experti,1,2018
board effect,1,2018
regul s-k,1,2018
fund of fund,1,2018
issuer-pay,1,2018
relationship bank,1,2018
cognit abil,1,2018
social respons invest,1,2018
financi pan,1,2018
clearingh,1,2018
interbank network,1,2018
bank failur,1,2018
balanc sheet constraint,1,2018
nation bank era,1,2018
debt secur,1,2018
tax exempt,1,2018
tax distort,1,2018
coupon,1,2018
issu pric,1,2018
bank regul,1,2018
execut qu,1,2018
market microstructur,1,2018
municip,1,2018
dealer market,1,2018
stock market liquid,1,2018
monitor fe,1,2018
monitor,1,2018
experi,1,2018
investor senti,1,2018
exclusionari invest,1,2018
ceo overconfid,1,2018
leadership,1,2018
financi market,1,2018
relat price adjust,1,2018
tax arbitrag,1,2018
real exchang r,1,2018
proxi vot,1,2018
capital-gain tax,1,2018
lock-in effect,1,2018
senior,1,2018
loan off,1,2018
loan prospect,1,2018
inform product,1,2018
soft inform,1,2018
ceo compen,1,2018
dynam principal-ag model,1,2018
earn announc,1,2018
smb,1,2018
capit regul,1,2018
52-week high,1,2018
q-factor model,1,2018
profit,1,2018
invest growth,1,2018
credit default model,1,2018
risk manag,1,2018
relat perform evalu,1,2018
capit adjust cost,1,2018
hml,1,2018
tradabl,1,2018
cyclic,1,2018
strateg bidd,1,2019
cash,1,2019
pay-perform sensit,1,2019
manageri inc,1,2019
debt capac,1,2019
takeov premium,1,2019
foreign exchang market,1,2019
leverag restrict polici,1,2019
financi bidd,1,2019
credit lin,1,2019
employe financ,1,2019
coven,1,2019
sort,1,2019
fund perform,1,2019
confid,1,2019
ceo,1,2019
underwrit,1,2019
ipo underpr,1,2019
prestig,1,2019
partial lend,1,2019
talent,1,2019
select,1,2019
short fe,1,2019
option market mak,1,2019
takeov auct,1,2019
relat age effect,1,2019
real effect of financi market,1,2019
labor misalloc,1,2019
wage bargain,1,2019
trade paus,1,2019
short-sel ban,1,2019
magnet\\xa0effect,1,2019
price discoveri,1,2019
fire deci,1,2019
financ constraint,1,2019
intang invest,1,2019
limit commit,1,2019
technolog momentum,1,2019
nativ american reserv,1,2019
consum financi protect,1,2019
specul,1,2019
empti creditor,1,2019
signal,1,2019
averag skew,1,2019
idiosyncrat skew,1,2019
bank,1,2019
credit suppli,1,2019
polici arbitrag,1,2019
small busi lend,1,2019
bond fund,1,2019
crisi,1,2019
liquid provi,1,2019
counterparti risk,1,2019
worker right,1,2019
senior,1,2019
mean rev,1,2019
alpha,1,2019
bayesian persua,1,2019
bayesian,1,2019
merger,1,2019
instrument variabl,1,2019
proxi fight,1,2019
asset price model,1,2019
unemploy,1,2019
great depress,1,2019
return autocorrel,1,2019
stock market index,1,2019
exchange-trad fund (etfs),1,2019
monetari polici spillov,1,2019
risk-neutr r,1,2019
term premia,1,2019
firm invest,1,2019
corpor innov,1,2019
financi innov,1,2019
idiosyncrat jump,1,2019
limit to arbitrag,1,2019
tobin q,1,2019
research and develop,1,2019
bank regul,1,2019
inform design,1,2019
internal-risk model,1,2019
model-bas regul,1,2019
stress test,1,2019
histori of financ,1,2019
limit att,1,2019
risk-tak,1,2019
perform evalu,1,2019
announc return,1,2019
repurcha,1,2019
apprais ratio,1,2019
flow-perform sensit,1,2019
flow-perform convex,1,2019
perceiv valuat,1,2019
errors-in-vari bia,1,2019
refer point,1,2019
institut,1,2019
asset manag,1,2019
initi public off,1,2019
agenc,1,2019
discrimin,1,2019
histor black colleg and univ,1,2019
peer effect,1,2019
climat chang,1,2019
sea level ris,1,2019
real estat,1,2019
agglom,1,2019
local economi,1,2019
optim contract,1,2019
privat inform,1,2019
new product introduct,1,2019
risk-fre r,1,2019
multifactor model,1,2019
dividend discount model,1,2019
profit,1,2019
payout,1,2019
belief,1,2019
technolog clos,1,2019
manag senti,1,2019
format exposur,1,2019
behavior financ,1,2019
model comparison,1,2019
larg cross-sect,1,2019
exchang fe,1,2019
invert venu,1,2019
dark trad,1,2019
dividend clientel,1,2019
style invest,1,2019
lender right,1,2019
monitor,1,2019
cash convers cycl,1,2019
stock return,1,2019
heurist,1,2019
intermediari asset pric,1,2019
leverag buyout,1,2019
tail risk,1,2019
stock return predict,1,2019
commod market,1,2019
precious met,1,2019
prefer,1,2019
competit,1,2019
reput,1,2019
product substitut,1,2019
categor think,1,2019
secondari market for privat equiti fund,1,2019
transact cost,1,2019
partnership,1,2019
debt contract,1,2019
decis fatigu,1,2019
labor leverag,1,2019
forward guidanc,1,2019
capital-labor complementar,1,2019
short-term risk,1,2019
long-term risk,1,2019
director elect,1,2019
director reput,1,2019
sharehold vot,1,2019
proxi advisor,1,2019
corpor social respon,1,2019
environ,1,2019
labor,1,2019
expect return,1,2019
analyst,1,2019
textual ton,1,2019
parent and child ord,1,2019
optim order execut,1,2019
portfolio rebalanc,1,2019
ownership,1,2019
tax,1,2019
thin capit,1,2019
group,1,2019
collater debt oblig,1,2019
risk ret,1,2019
investor senti,1,2019
oper leverag,1,2019
labor shar,1,2019
order-split,1,2019
public bond,1,2019
privat loan,1,2019
bank monitor,1,2019
jump beta,1,2019
jump modifi carri trad,1,2019
foreign exchang r,1,2019
carri trad,1,2019
spurious risk factor,1,2019
unidentifi model,1,2019
model misspecif,1,2019
maximum likelihood,1,2019
good of fit,1,2019
rank test,1,2019
rehypothec,1,2019
repo,1,2019
contemporan beta approach,1,2019
invest experi,1,2019
govern polici,1,2019
perform rank,1,2019
financi develop,1,2019
local bank,1,2019
fiscal uncertainti,1,2019
cross section of stock return,1,2019
r&d,1,2019
growth,1,2019
capm,1,2019
rare disast,1,2019
measur error,1,2019
consumpt capm,1,2019
creditor protect,1,2019
beta repres,1,2019
skew,1,2019
frequenc analysi,1,2019
cloud cov,1,2019
mood,1,2019
small busi manag,1,2019
firm invest behavior,1,2019
sharehold activ,1,2019
manageri optim,1,2019
glass–steagal act,1,2019
univers bank,1,2019
inform economi of scop,1,2019
certif effect,1,2019
time-prefer shock,1,2019
longev risk,1,2019
momentum profit,1,2019
equiti durat,1,2019
consumption-bas model,1,2019
risk premium estim,1,2019
state-level busi cycl,1,2019
ambigu,1,2019
broker network,1,2019
dealer,1,2019
aggreg volatil risk,1,2019
corpor bond pric,1,2019
rate,1,2019
rmbs fraud,1,2019
labor market disciplin,1,2019
financi conglom,1,2019
condit,1,2019
general equilibrium,1,2019
financi constraint,1,2019
arbitrag,1,2019
corpor perform,1,2019
core-peripheri,1,2019
student loan,1,2019
loan default,1,2019
great recess,1,2019
glassdoor,1,2019
employe satisfact,1,2019
opportunist tim,1,2019
backdat,1,2019
social capit,1,2019
lotteri jackpot,1,2019
attent shock,1,2019
attent alloc,1,2019
mortgag back secur,1,2019
return co-mov,1,2019
financi synergi,1,2019
access to financ,1,2019
mortgag market,1,2019
inform frict,1,2019
m&a,1,2019
negoti,1,2019
auction,1,2019
ration specul bubbl,1,2019
overpr,1,2019
bubbl,1,2019
price crash,1,2019
varianc risk premium,2,2019
earn surpri,1,2019
takeov,2,2019
transpar,1,2019
dealer market,1,2019
institut qu,1,2019
trmi,1,2019
financ frict,1,2019
high frequenc trad,1,2019
common,1,2019
sovereign debt,1,2019
intern capit flow,1,2019
index rebalanc,1,2019
benchmark index,1,2019
employ,1,2019
startup,1,2019
patent trol,1,2019
volatil dynam,1,2019
npes,1,2019
cross-ownership,1,2019
hft,1,2019
s&p 500 and vix joint model,1,2019
empir asset pric,1,2019
particl filt,1,2019
herd,1,2019
return rev,1,2019
institut ownership,1,2019
govern,1,2019
coordin,1,2019
exit,1,2019
voic,1,2019
extern,1,2019
foreign exchang,1,2019
cultur,2,2019
bargain pow,2,2019
quantit ea,2,2019
proxi vot,2,2019
risk tak,2,2019
equiti premium,3,2019
household financ,3,2019
market effici,3,2019
ventur capit,3,2019
credit default swap,3,2019
privat equ,3,2019
learn,3,2019
acquisit,3,2019
bankruptci,3,2019
corpor govern,2,2019
idiosyncrat risk,3,2019
volatil,4,2019
anomali,4,2019
return predict,4,2019
financi crisi,4,2019
innov,4,2019
mutual fund,4,2019
collat,4,2019
hedg fund,4,2019
liquid,6,2019
institut investor,6,2019
asset pric,9,2019
credit,1,2019
downsid risk,3,2019
merger and acquisit,2,2019
social norm,2,2019
inform leakag,2,2019
leverag,2,2019
capit structur,2,2019
market microstructur,2,2019
taxat,2,2019
trade credit,2,2019
credit spread,2,2019
option pric,2,2019
leverag effect,2,2019
comov,2,2019
dividend,2,2019
market tim,2,2019
portfolio cho,2,2019
structur estim,2,2019
invest,2,2019
factor model,2,2019
predict,2,2019
conflict of interest,2,2019
financi cris,2,2019
execut compen,2,2019
term structur,2,2019
corpor bond,2,2019
asymmetr inform,2,2019
municip bond,2,2019
anchor,2,2019
default,2,2019
govern debt,2,2019
retail trad,2,2019
sovereign debt r,1,2019
default risk,2,2019
employe treat,1,2019
investor experi,1,2019
experi,1,2019
uncertainti,1,2019
natur experi,1,2019
arrow–debreu state pric,1,2019
bear beta,1,2019
bear market risk,1,2019
hous market,1,2019
real estat ag,1,2019
real effect,1,2019
inform advantag,1,2019
opportunist trad,1,2019
offic and director,1,2019
lockup,1,2019
deriv,1,2019
famili firm,1,2019
organiz structur,1,2019
employe effort,1,2019
invest shock,1,2019
econom growth,1,2019
portfolio balanc,1,2019
zlb,1,2019
market distort,1,2019
risk factor,1,2019
unconvent monetari polici,1,2019
debt capit structur,1,2019
option,1,2019
real effici,1,2019
price inform,1,2019
board connect,1,2019
credit risk,1,2019
human capit,1,2019
liquid risk,1,2019
bitcoin,1,2019
blockchain,1,2019
transact fe,1,2019
overnight return,1,2019
intraday return,1,2019
investor clientel,1,2019
dynam bargain,1,2019
shadow bank,1,2019
entrust loan,1,2019
disclosur,1,2019
present valu test,1,2019
inform risk,1,2019
individu stock,1,2019
latent factor,1,2019
condit beta,1,2019
pca,1,2019
barra,1,2019
manag buyout,1,2019
freezeout acquisit,1,2019
independ director,1,2019
director inc,1,2019
director distract,1,2019
fundament risk,1,2019
credit shortag,1,2019
network analysi,1,2019
insid,1,2019
bank sector,1,2019
size,1,2019
valu,1,2019
factor,1,2019
counterparti credit risk,1,2019
mitig mechan,1,2019
recoveri,1,2019
option price with vuln,1,2019
poisson regress,1,2019
intern market,1,2019
financi news media,1,2019
natur languag process,1,2019
macroeconom condit variabl,1,2019
nonlinear drift restrict,1,2019
time-vari risk premium,1,2019
yield curv model,1,2019
crowd out,1,2019
cds spread,1,2019
deriv warr,1,2019
inform sensit,1,2019
endogen growth,1,2019
cash manag,1,2019
liquid constraint,1,2019
credit card,1,2019
consum financ,1,2019
macroprudenti regul,1,2019
minimum pay,1,2019
currenc hedg,1,2019
china,1,2019
bank run,1,2019
bond age effect,1,2019
lender of last resort,1,2019
financi analyst,1,2019
corpor ventur capit,1,2019
collater loan oblig,1,2019
endogen risk shar,1,2019
global imb,1,2019
gross intern asset posit,1,2019
multin corpor,1,2019
bond debt,1,2019
investor protect,1,2019
firm valuat,1,2019
restructur,1,2019
human capit risk,1,2019
buyout,1,2019
foreign direct invest,1,2019
cross section of return,1,2019
yield curv,1,2019
recoveri theorem,1,2019
trap,1,2019
cheeger inequ,1,2019
eigenvalu gap,1,2019
properti right institut,1,2019
investor behavior,1,2019
predict return,1,2019
social network,1,2019
price kernel,1,2019
wage,1,2019
liquid standard,1,2019
tradeoff model,1,2020
credit spread,1,2020
transfer pric,1,2020
structur model,1,2020
lbo risk,1,2020
natur experi,1,2020
cost arbitrag,1,2020
momentum,1,2020
public impact,1,2020
equiti return,1,2020
terrorist attack,1,2020
leverag buyout,1,2020
difference-in-differ estim,1,2020
fire sal,1,2020
jpx-nikkei 400 index,1,2020
mutual fund,1,2020
leverag constraint,1,2020
lotteri demand,1,2020
margin,1,2020
sentiment,1,2020
gender gap,1,2020
angel investor,1,2020
bia,1,2020
bank lend channel,1,2020
reput inc,1,2020
index inclus,1,2020
corpor govern,1,2020
backdat,1,2020
liquid manag,1,2020
cross-trad,1,2020
"track trades,return predictability,institut trading,insid trad",1,2020
corpor debt issuanc,1,2020
"term structure,bond risk premia,fisc policy,uncertainti",1,2020
status inc,1,2020
"locat choice,portfolio choice,household finance,loc bias,select correct",1,2020
"volatility-manag portfolios,portfolio cho",1,2020
earn yield,1,2020
valu cr,1,2020
book-to-market,1,2020
retail investor,1,2020
investor inatt,1,2020
structur product,1,2020
collater debt oblig,1,2020
tranch pric,1,2020
econom determin,1,2020
time seri momentum,1,2020
pool regress,1,2020
"liquidity,inform asymmetri",1,2020
household financ,1,2020
portfolio cho,1,2020
heterogen in risk toler and ag,1,2020
"factor models,sdf,cross section,shrinkage,machin learn",1,2020
cryptocurr,1,2020
bitcoin,1,2020
price impact,1,2020
capit control,1,2020
monetari polici,1,2020
risk factor,1,2020
corpor sector purchas programm,1,2020
ecb,1,2020
bond market,1,2020
mutual fund famili,1,2020
return on equ,1,2020
inventor ceo,1,2020
social norm,1,2020
govern interv,1,2020
coordin failur,1,2020
sea level ris,1,2020
systemat skew,1,2020
coskew,1,2020
idiosyncrat skew,1,2020
larg panel regress,1,2020
forecast,1,2020
reput,1,2020
competit,1,2020
inform qu,1,2020
commerci mortgage-back secur,1,2020
media,1,2020
inform design,1,2020
public financ,1,2020
investor att,1,2020
expect return,1,2020
institut ownership,1,2020
index,1,2020
sharehold att,1,2020
corpor social respon,1,2020
random discontinu,1,2020
ceo styl,1,2020
innov,1,2020
human capit,1,2020
inform risk,1,2020
idiosyncrat volatil,1,2020
"inform freeriding,inform provision,endogen timing,inform acquisition,herd",1,2020
climat chang,1,2020
intern stock market,1,2020
public disclosur,1,2020
corpor taxat,1,2020
left-tail risk,1,2020
execut compen,1,2020
compens structur,1,2020
ceo labor market,1,2020
nonmonetari compen,1,2020
financi crisi,1,2020
global gam,1,2020
learn,1,2020
liquid provi,1,2020
dealer behavior,1,2020
corpor bond,1,2020
illiquid,1,2020
roundtrip cost,1,2020
revolv door,1,2020
career concern,1,2020
analyst,1,2020
securit financ,1,2020
interf,1,2020
aggress,1,2020
tick test,1,2020
regul sho,1,2020
idea shar,1,2020
perform,1,2020
rational-expect equilibrium,1,2020
valuat,1,2020
unicorn,1,2020
ventur capit portfolio,1,2020
innov resourc,1,2020
state pension fund,1,2020
capit effici,1,2020
"bankruptcy,household finance,econom histori",1,2020
quantit ea,2,2020
"specialness,repo market,asset purchases,money market",1,2020
"analysts,analyst recommendations,anomalies,mispricing,market effici",1,2020
"ventur capital,performance,monitoring,selection,status",1,2020
"covenant,cov-lite,institut loans,control rights,credit agr",1,2020
"return seasonality,investor mood,mood beta,market efficiency,anomali",1,2020
"hous market,mortgag debt,job search,labor mobil",1,2020
"banks,sovereign risk,risk premium,govern guarant",1,2020
"loan pricing,loan spreads,democrat institutions,rev",1,2020
"payout policy,dividends,earn expect",1,2020
mispric,1,2020
retain earn,1,2020
valu premium,1,2020
invest,1,2020
hous,1,2020
"short-term debt financing,rollov risk,risk-taking,financ frict",1,2020
real opt,1,2020
"activ fund management,market concentration,effort,industri size,alpha",1,2020
"privat equity,financi intermediation,co-investment,advers select",1,2020
